Community,ApartmentLayout,Area,Floor,ConstructionYear,TotalPrice,UnitPrice,Orientation,RenovationDegree,Elevator,PlotRatio,GreeneryRate,PropertyFee,DistanceToWasteStation_km,SurroundingBusLines_05km,SurroundingSchools_1km,DistanceToSubway_km,DistanceToBusinessDistrict_km,DistanceToPark_km,AgentSafetyScore,AgentComfortScore,AgentValueForMoneyScore,AgentLocationScore,AgentFutureAppreciationScore,AgentEnvironmentalScore,AgentPropertyServiceScore
7,1,81,6,2013,93,11481,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4.67,3,3.5,3.5,4,5,4
7,1,80,6,2007,95,11875,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,1.5,3,2.5,3,3,3
7,1,80,6,2010,95,11875,2,1,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,1.5,3,3,3.67,4,3.5
7,2,89,6,2000,108,12135,2,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3.33,1.5,2.5,2,3,5,2.75
7,2,96,6,2000,120,12500,2,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,2,2,3.5,3.67,2.5,3.25
7,2,88,6,2010,103,11705,1,4,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,3,2.5,4.5,4,2.67,3,3.25
7,2,87,6,2012,88,10115,1,2,2,1.4,0.4,0.6,2.1,9,4,1,7.5,1,4,3,3,3.5,3.33,5,5
8,9,163,7,2003,140,8589,1,3,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.33,1.5,2.5,2.5,3.33,5,3.25
8,10,33,32,2017,29.9,9055,1,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,3,5,3.5,5,5,5
8,10,45,21,2015,39,8664,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,4.5,4.5,4.5,4.67,3,4
8,10,30,1,2017,26,8660,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,3,3,3,3
8,10,30,23,2017,28.2,9400,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,2,2,3,3,4,3
8,10,30,26,2017,27.2,9070,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,1.5,3,4,4,5,3.5
8,10,30,25,2018,26,8667,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.33,2.5,3.5,3.5,3.67,3.5,3.25
8,10,33,6,2019,29,8709,2,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,2,2.5,3,3.33,5,3.25
8,1,99,6,2008,96,9619,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,2.5,3,1,3,5,4
8,1,98,6,2013,95,9604,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2,4.5,3,3.33,4.5,3.25
8,1,98,6,2010,98,10000,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,2,3.5,4,2.67,3.5,3.5
8,1,94,6,2003,98,10426,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,4,4,4,4.33,5,4
8,2,110,6,2003,115,10455,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,3,4,3,4.33,5,4
8,1,91,6,2010,95,10440,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.67,2,3,3,3.67,4.5,3.75
8,4,98,6,2010,98,10000,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,2,3.5,3,3,5,3.25
8,2,112,6,2008,115,10268,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,2.5,4,3.5,4,5,4.75
8,1,99,6,2010,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,1,4,4,3.33,3.5,3
8,1,99,6,2006,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,2,5,3,4,4.5,3.75
8,2,113,11,2006,115,10177,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,2,2,3,3,3,3
8,1,111,6,2007,94,8468,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,4,3,2.5,3,3,3.75
8,1,98,6,2003,96,9796,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,2.5,3,2.5,3,3,4.5
8,1,96,6,2004,98,10118,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,2,2,3,3,5,2.75
8,10,33,32,2017,29.9,9055,1,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,3.5,4,4,4,5,4.25
8,2,96,6,2010,119,12396,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,2,1.5,3,2,4,3.5
8,2,90,6,2005,98,10889,1,4,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,2.5,3,2.5,3,4.5,3.5
8,1,94,6,2004,95,10106,1,2,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,1.5,2,3,2.67,2.5,4
8,10,30,24,2017,28,9333,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,5,5,5,5,5,5
8,10,32,25,2018,30.7,9594,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,2.5,4,3,2.67,5,3
8,1,100,6,2006,105,10500,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.67,2,4,5,4,5,3
8,1,95,6,2005,95,10000,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.33,1.5,3,3.5,3.67,4,3.5
8,10,55,7,2008,59,10727,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,3,3,3,3.67,3,3
8,1,99,6,2005,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,3,5,4.5,4.67,5,4.5
8,1,99,6,2005,98,9899,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.67,1.5,1,3.5,2.33,5,3.25
8,2,103,6,2010,108,10485,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2,1.5,3,4,3,3,2.25
8,2,93,6,2008,95,10215,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,1,2,1,1,1,1,1
8,1,90,6,2012,95,10556,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,2,4,3,3,4.5,3.75
8,1,99,6,2004,96,9697,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2.5,3.5,3.5,4,4.5,3.5
8,1,90,6,2008,95,10556,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,1.5,2.5,4.5,4,5,4
8,1,99,6,2011,96,9697,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,3,5,3.5,4.67,5,4
8,1,89,6,2008,98,10974,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2.5,4,4.5,4.67,2.5,4
8,1,98,6,2008,96,9796,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.33,2.5,3,2.5,3.67,5,3.75
8,1,94,6,2004,92,9787,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2,2.5,3,3,5,3.25
8,9,163,7,2003,140,8589,1,3,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3.5,3,3,3.5,3.75
8,10,33,25,2017,28.6,8655,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,3.5,2.33,5,3.75
8,10,33,6,2019,29,8709,2,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.67,2.5,4,2,3,3,3.75
8,1,99,6,2002,99,10000,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,2,3,3.5,3.33,2,3.25
8,2,138,11,2008,115,8333,2,2,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,5,5,4.5,4,5,5
8,1,110,6,2010,98,8909,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2,1.5,4,4.33,5,4.5
8,1,90,6,2007,94,10444,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3.5,3.5,3,3,3,3
8,1,90,6,2006,95,10556,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.67,3,4,5,3,5,4.25
8,1,110,6,2011,106,9636,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,4,3,2,4
8,1,110,6,2011,96,8727,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.67,2.5,2.5,2.5,3,3,3.25
8,1,99,6,2007,96,9697,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,3,2.67,3.5,2.75
8,2,110,6,2005,113,10273,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,3.5,3.5,3,3.67,4,3.25
8,2,113,11,2003,118,10442,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,4,4,3.5,2.25
8,2,112,6,2016,115,10268,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,2,2,2,2,3
8,1,100,6,2008,96,9600,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,1.5,3.5,3.5,3.67,5,3
8,1,98,6,2005,96,9707,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.67,3,3,3,3,5,3
8,1,99,6,2008,96,9619,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,3,3,3,3
8,10,30,26,2017,27.2,9070,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.67,1.5,3,3,2,3.5,3
8,10,33,6,2019,29,8709,2,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,1.33,2.5,3,2.5,2,2.5,4
8,10,32,25,2018,30.7,9594,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,4,5,4,5,3.75
8,1,100,6,2006,105,10500,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3.5,4.5,3.67,4.5,3
8,1,99,6,2004,96,9697,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,1.5,4,4.5,3,5,4
8,1,99,6,2000,96,9697,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,4.5,3.5,4,4.67,5,2.5
8,1,99,6,2000,96,9697,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,2.5,3,3,2.67,4,3.75
8,1,95,6,2005,95,10000,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,2,3,3.33,4,2.75
8,4,100,6,2010,96,9600,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,2.5,4.5,3.5,5,5,3.25
8,1,89,6,2008,95,10674,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,3,3,3,3.33,3.5,3.5
8,1,99,6,2005,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3.5,3.5,3.5,4.33,3.5,4.25
8,1,99,6,2005,98,9899,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,4,2.5,4,4,3.5,3.5
8,1,99,6,2005,96,9639,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,4,4,3.33,4,3.75
8,1,90,6,2012,95,10556,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,3,3,3,3
8,1,90,6,2008,95,10556,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,5,5,4,5,5,3.75
8,1,89,6,2008,98,10974,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,3,3.5,3,3.67,5,4
8,1,99,6,2006,96,9697,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,2,2.67,3,2.5
8,1,98,6,2008,96,9796,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,3,4,4.5,2.67,4,4.75
8,1,94,6,2004,92,9787,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.33,5,3.5,3,3,5,3.25
8,9,163,6,2005,140,8589,1,3,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,1,3,5,2.67,5,3
8,2,138,11,2008,115,8333,2,2,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.33,1,1,5,1.33,5,1.5
8,2,103,6,2010,108,10485,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,2,2.5,3.5,2.67,3,3.75
8,2,93,6,2008,95,10215,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,3,2.5,3.5,3.33,3.5,3
8,2,100,6,2008,96,9600,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,3,3,3,3
8,10,33,25,2017,28.6,8655,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,3,4,3,3.33,5,3.75
8,10,55,7,2008,59,10727,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,3.5,5,4,5,5,5
8,10,30,25,2017,26.5,8837,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,1.5,3.5,4,4.33,5,4.5
8,10,30,22,2018,29.6,9853,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,3,2,4,3,5,3.25
8,10,30,23,2017,28.2,9400,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,2,3,4,2.67,4,4
8,10,37,26,2017,32.7,8824,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.67,3,3.5,5,3.33,5,4.75
8,10,31,21,2017,30.3,9758,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,3,5,4.5,4,5,2.75
8,1,99,6,2008,97,9798,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,1.5,3.5,3,3,5,3
8,2,110,6,2010,110,10000,1,2,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,1,4.5,4.5,5,5,5
8,1,90,6,2011,95,10556,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.33,1,5,3.5,4.33,5,2.75
8,1,100,6,2008,99,9900,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,2,3,2.33,3,3
8,10,30,22,2017,30,9983,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,1.5,4,5,5,4,3
8,2,110,6,2010,96,8727,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,2.5,2,4,3,5,3
8,1,99,6,2007,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,1.5,4.5,3,4,5,3.5
8,10,38,24,2007,36,9474,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,3,3.5,2.5,3.67,4,3
8,10,35,25,2017,33.7,9614,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2.5,4,4,4,4,3.75
8,10,40,25,2017,35.8,8950,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,1.5,2,3.5,3.33,4,2.75
8,10,35,25,2017,33,9423,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2,3,2,2.5,3.33,3.5,2.25
8,1,89,6,2006,88,9852,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2,4.5,3,2.67,5,3
8,2,110,6,2008,107,9727,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,2,3,3.5,3.67,5,3.5
8,1,99,6,2012,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3.5,3,3,2.67,5,3.25
8,1,100,6,2006,96,9600,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.33,2,3,3,3.67,4,3
8,1,98,7,2005,95.2,9714,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3.5,2.5,3,4,3
8,4,46,31,2018,41.7,9057,2,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.33,3,4,4,3.67,3.5,3.5
8,4,39,24,2017,35,8974,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.67,2,3,2.5,3,3,2.75
8,1,37,33,2019,35,9459,2,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,4,4,4,4,5,4
8,4,48,15,2017,33.9,7063,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,2,2.5,3.5,4.33,5,3
8,10,110,6,2010,117,10636,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.33,3,3,3,4,3.5,3.5
8,11,34,20,2017,30.3,8912,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,1.5,4.5,2.5,2,5,3.25
8,10,35,25,2017,33.7,9614,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,5,5,5,5,5,5
8,1,99,6,2000,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,2,3.5,2.5,4.33,5,5
8,1,99,6,2005,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.33,4,4,4,3.67,5,3.25
8,9,163,7,2003,140,8589,1,3,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2.67,2,3.5,4,4,5,3.5
8,10,33,32,2017,29.6,8958,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.33,4,4.5,4,4,5,3.25
8,1,99,6,2010,98,9899,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2.5,3,3.5,4,5,3.25
8,1,99,6,2010,96,9697,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3.5,4,4,4.5,3
8,1,99,6,2013,96,9697,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4.33,2,5,2.5,3.67,5,4
8,1,99,6,2012,96,9697,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2,2,2,3,3,3.5,3
8,1,110,6,2005,96,8727,2,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,2.5,4,3.5,3.33,5,3.5
8,2,110,6,2008,107,9727,1,2,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,4,2,4,4.5,3.25
8,10,35,25,2017,33.7,9614,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,3,5,4,5,5,5
8,10,40,25,2017,35.8,8950,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.33,2.5,2.5,2.5,3,3,3.25
8,10,35,25,2017,33,9423,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,2.5,3,3,3,5,3.5
8,4,46,31,2018,41.7,9057,2,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,2,2,3,2.5,3,5,3.25
8,1,90,6,2006,90,10000,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3.67,3,4,4.5,3,5,2.75
8,1,98,7,2005,95.2,9714,2,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,3,3.67,5,4
8,4,37,29,2017,33,8919,1,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,4,4.5,4.5,5,5,4.5
8,10,110,6,2010,117,10636,1,1,2,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,1.5,2,4,3.33,5,3.5
8,4,39,24,2017,35,8974,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,4,2,1,4,3,3,3
8,1,37,33,2019,35,9459,2,4,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,1.5,2,3,3.33,5,3
8,4,48,15,2017,33.9,7063,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,5,2.5,4,5,3.33,5,3.5
8,11,34,20,2017,30.3,8912,2,1,1,1.3,0.35,1.4,1.8,6,4,0.662,7,1.2,3,3,3,3,3,3,3
9,1,80,18,2010,82,10250,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.33,3,4,4.5,3.67,5,3.25
9,2,116,11,2010,119,10259,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,1.33,2,2,3,2,2,1.75
9,1,80,18,2010,82,10250,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4.33,1.5,2,4,3.67,5,3.75
9,1,80,18,2010,86,10750,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4,4,3.5,4,4.33,4.5,3.75
9,1,85,18,2010,87,10235,2,1,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.33,1.5,4,3.5,3,5,3
9,1,80,18,2015,85,10625,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,5,4.5,4,5,3.33,5,4.25
9,2,109,18,2012,109,10000,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.67,3.5,2.5,4.5,3,5,3.5
9,1,68,11,2015,75,11029,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.33,2,2.5,2.5,4.67,4,3.5
9,1,76,11,2012,75,9868,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3,2,3,2.5,2.67,4,3.75
9,1,77,11,2014,77,10000,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4.33,2.5,4,4.5,3.33,5,3.25
9,2,115,11,2009,115,10000,2,1,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4.33,2.5,3.5,3,2.67,5,3.75
9,1,79,9,2009,85,10661,1,1,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4.33,2,3.5,3.5,4.33,4.5,3.25
9,2,110,18,2012,102,9273,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.67,1.5,3,3,2.33,3.5,3
9,1,80,18,2010,78,9750,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3,3.5,2.5,3.5,2.33,4,3.5
9,2,115,11,2010,115,10000,2,1,2,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,1,1,1,3,1,1,1
9,1,68,11,2015,75,11029,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.33,1,3,3,2.33,5,3
9,1,80,18,2012,80,10000,2,1,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4.33,2.5,4,4.5,3.67,5,3.75
9,2,95,22,2014,100,10526,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4.33,2,4.5,2,5,4,3
9,2,116,11,2012,120,10345,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3,2,3,3,3,5,5
9,1,80,11,2015,78,9750,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.33,2,3,3.5,4.67,5,3
9,2,116,18,2015,124,10690,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.33,3,4,3.5,3.67,4,3.75
9,1,65,11,2014,69,10615,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.67,3,3.5,4,4,4.5,3.25
9,1,63,18,2014,75,11905,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3,2.5,3.5,4,3.67,3.5,3
9,1,80,18,2014,75,9375,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3,4,1,1.5,2,1.5,2
9,1,80,18,2010,83,10375,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3,3,5,3,4,4.5,3.25
9,1,76,11,2012,77,10132,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4,5,4.5,4.5,3.67,5,5
9,2,92,18,2011,95,10326,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3,2,2,2,3,4,3.25
9,2,116,11,2010,128,11034,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.67,3.5,4,1,2.33,3.5,2.75
9,4,80,18,2011,85,10625,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,1,1,1,1,1,1,2
9,1,76,11,2010,77,10132,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.67,2.5,3,2,3,4,3.75
9,1,80,19,2011,80,10000,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.67,3.5,3.5,4,3.33,5,3
9,4,66,11,2011,73,11061,2,1,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.33,3,4,3,3.67,3.5,4
9,2,110,18,2010,100,9091,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4,2,3,4,2.67,5,3
9,2,116,11,2012,123,10603,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.33,3.5,2.5,2.5,4.33,4,4.25
9,4,80,18,2011,82,10250,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3,2,2,3,3,2,3.5
9,4,67,11,2009,75,11194,1,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.67,3,2.5,2.5,3,2.5,3
9,4,68,11,2011,76,11176,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4,1.5,3,1,2.67,4,3
9,1,80,18,2012,75,9375,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.67,3,4,2.5,3.67,3.5,3.25
9,3,92,18,2012,84,9130,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,5,5,5,5,5,5,4.25
9,2,79,25,2011,70,8861,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.33,1.5,4,3.5,4,5,2.5
9,2,118,11,2011,125,10593,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4,4,5,5,4,5,4
9,1,50,18,2014,46,9200,2,1,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,2.67,2.5,4,4,3.33,5,3.25
9,1,80,18,2010,75,9375,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,3.33,4,4,4,5,5,4
9,1,80,18,2012,85,10625,2,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4.67,3.5,3,3,4,5,3
9,1,76,11,2012,77,10132,2,2,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4,2,5,4,3.33,5,3.25
9,1,80,18,2012,80,10000,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,4,4,4,4,4,4,4
9,2,92,24,2010,95,10326,1,4,1,3.1,0.04,0.5,1.5,7,6,0.92,0.6,2.1,5,5,5,5,5,5,5
10,2,135,11,2010,130,9630,2,2,1,3.1,0.4,0.5,1.2,12,3,1.1,5.8,1.9,3,3,3,3,3,3,3
